version,nthread,num_steps,runtime
"sequential",4,100000000,  0.089782
"sequential",4,100000000,0.087576002
"sequential",8,100000000,0.086309001
"sequential",8,100000000,0.086175002
"sequential",8,100000000,0.087504998
"sequential",8,100000000,0.086760998
"sequential",8,100000000,  0.085933
"sequential",8,100000000,0.087927997
"sequential",8,100000000,0.086698003
"sequential",8,100000000,0.086335003
"sequential",8,100000000,  0.087375
"sequential",8,100000000,0.088273004
